title,organization,location,date,time,duration,datetime_iso,distance,opportunity_type,opportunity_url,opportunity_id,organization_url,scraped_at
Volunteer for Emergency Child Care Network,National Emergency Child Care Network,"Firestone Park, CA 90001",Ongoing,,,2025-03-04T00:01:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00005pQpTgMAK,a0CQg00005pQpTgMAK,https://volunteer.laworks.com/organization/001Qg00000Nf5JWIAZ,2026-02-11T17:58:25.797905
"Project Leaders: Help Support a Public Art Event: ""Attune""",NXT Art Foundation,"Los Angeles, CA 90001",2/14/26,3:00 PM,3 hours,2026-02-14T15:00:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AkMHMIMQ4,a0CQg0000AkMHMIMQ4,https://volunteer.laworks.com/organization/001Qg00000H7Q6LIAV,2026-02-11T17:58:25.813120
Attune,NXT Art Foundation,"Los Angeles, CA 90001",2/14/26,3:00 PM,6 hours,2026-02-14T15:00:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00009zfbbzMAA,a0CQg00009zfbbzMAA,https://volunteer.laworks.com/organization/001Qg00000H7Q6LIAV,2026-02-11T17:58:25.829007
American Red Cross - Blood Delivery Driver (Culver City) - Van Provided,American Red Cross Los Angeles Region,"Culver City, CA 90016",Ongoing,,,2022-08-10T00:01:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0C3l00000r4ZaSEAU,a0C3l00000r4ZaSEAU,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.842505
Pantry Distribution at SOVA Food Pantry • Pico Blvd (at Robertson Blvd),Jewish Family Service of Los Angeles,"Los Angeles, CA 90035",2/12/26,9:00 AM,4.5 hours,2026-02-12T09:00:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AxWN4IMQW,a0CQg0000AxWN4IMQW,https://volunteer.laworks.com/organization/001A000000a9ah1IAA,2026-02-11T17:58:25.860337
American Red Cross - Disaster Duty Officer - San Gabriel & Pomona Valleys,American Red Cross Los Angeles Region,"Arcadia, CA 91007",Ongoing,,,2024-01-24T00:01:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00001704NFMAY,a0CQg00001704NFMAY,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.874099
Fight Hunger & Food Waste at the Studio City Farmers Market on Sundays!,Food Forward,"Los Angeles, CA 91604",Ongoing,,,2022-07-13T00:01:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0C3l00000r4CQ5EAM,a0C3l00000r4CQ5EAM,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:25.893691
Red Cross: Service to the Armed Forces Presenter - San Gabriel & Pomona Valleys,American Red Cross Los Angeles Region,"Arcadia, CA 91007",Ongoing,,,2023-12-19T00:01:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00000moUldMAE,a0CQg00000moUldMAE,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:25.913410
Baby2Baby Winter Internship 2025 | Program Intern,Baby2Baby,"Los Angeles, CA 90016",12/19/26,9:00 AM,9 hours,2026-12-19T09:00:00Z,10 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00009eOb1EMAS,a0CQg00009eOb1EMAS,https://volunteer.laworks.com/organization/001A000000a9b2lIAA,2026-02-11T17:58:25.931555
SPRUCE IT UP: Revitalize TreePeople Park,TreePeople,"Beverly Hills, CA 90210",2/14/26,9:00 AM,3 hours,2026-02-14T09:00:00Z,11 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AWUNEUMQ5,a0CQg0000AWUNEUMQ5,https://volunteer.laworks.com/organization/001A000000a9aOiIAI,2026-02-11T17:58:25.949957
Compost Hub Support: CultivaLA Farm,LA Compost,"South El Monte, CA 91733",2/13/26,8:30 AM,3.5 hours,2026-02-13T08:30:00Z,11 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AUle5VMQR,a0CQg0000AUle5VMQR,https://volunteer.laworks.com/organization/0013l00002UlHqzAAF,2026-02-11T17:58:25.968783
Stage and Furnish Homes for Families Displaced by the LA Fires,A Sense of Home,"El Monte, CA 91731",2/12/26,10:00 AM,2.5 hours,2026-02-12T10:00:00Z,11 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000AGF1CGMQ1,a0CQg0000AGF1CGMQ1,https://volunteer.laworks.com/organization/0011N00001euJ2jQAE,2026-02-11T17:58:25.986414
Fight Food Waste at the Culver City Farmers Market on Tuesdays!,Food Forward,"Culver City, CA 90232",Ongoing,,,2024-02-23T00:01:00Z,11 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00001OhBBbMAN,a0CQg00001OhBBbMAN,https://volunteer.laworks.com/organization/001A000000ixpvaIAA,2026-02-11T17:58:26.001345
February 2026 Community Garden Day at 99th Street Elementary,Garden School Foundation,"Los Angeles, CA 90002",2/28/26,9:00 AM,3 hours,2026-02-28T09:00:00Z,11 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ASl9T8MQJ,a0CQg0000ASl9T8MQJ,https://volunteer.laworks.com/organization/001A000000qjVDoIAM,2026-02-11T17:58:26.017885
MudTown Farms Volunteer Days,Watts Labor Community Action Committee,"Los Angeles, CA 90002",2/14/26,7:30 AM,3.5 hours,2026-02-14T07:30:00Z,11 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00005pR8IFMA0,a0CQg00005pR8IFMA0,https://volunteer.laworks.com/organization/001A000000a9afnIAA,2026-02-11T17:58:26.033861
Support an Edible School Garden,Arroyo Farm Lab,"El Monte, CA 91732",3/21/26,9:00 AM,3 hours,2026-03-21T09:00:00Z,12 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000B09aNBMQY,a0CQg0000B09aNBMQY,https://volunteer.laworks.com/organization/0013l00002d3IRdAAM,2026-02-11T17:58:26.049131
Volunteer with Freedom Farms,Partnership for Growth Los Angeles,"Los Angeles, CA 90047",2/13/26,10:00 AM,3 hours,2026-02-13T10:00:00Z,12 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000ARwEsaMQF,a0CQg0000ARwEsaMQF,https://volunteer.laworks.com/organization/001Qg00000RDH3XIAX,2026-02-11T17:58:26.064746
BE A KID AGAIN: Game Night with Midnight Mission's Youth,The Midnight Mission,"Inglewood, CA 90302",2/17/26,6:30 PM,1.75 hours,2026-02-17T18:30:00Z,12 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00009yqtqKMAQ,a0CQg00009yqtqKMAQ,https://volunteer.laworks.com/organization/001A000000a9aPCIAY,2026-02-11T17:58:26.080667
Share the Warmth: Blanket Donation Drive,L.A. Family Housing,"Los Angeles, CA 91605",Ongoing,,,2025-06-05T00:01:00Z,12 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00007FgL14MAF,a0CQg00007FgL14MAF,https://volunteer.laworks.com/organization/001A000000a9a2hIAA,2026-02-11T17:58:26.093700
MudTown Farms Free Produce Giveaway at Watts Labor Community Action Committee,Watts Labor Community Action Committee,"Los Angeles, CA 90059",2/18/26,7:30 AM,3 hours,2026-02-18T07:30:00Z,12 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg00005pRI3nMAG,a0CQg00005pRI3nMAG,https://volunteer.laworks.com/organization/001A000000a9afnIAA,2026-02-11T17:58:26.110829
Game Nights in North Hollywood (Volunteer Training Req.),L.A. Family Housing,"Los Angeles, CA 91605",2/11/26,6:00 AM,13.5 hours,2026-02-11T06:00:00Z,12 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AUbYceMQF,a0CQg0000AUbYceMQF,https://volunteer.laworks.com/organization/001A000000a9a2hIAA,2026-02-11T17:58:26.126516
Assemble Food Packages for Families!,Los Angeles Regional Food Bank,"City of Industry, CA 90601",Ongoing,,,2025-01-08T00:01:00Z,12 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000516UZnMAM,a0CQg0000516UZnMAM,https://volunteer.laworks.com/organization/001A000000a9aOgIAI,2026-02-11T17:58:26.139825
Volunteer at American Red Cross Blood Drives (No Blood Drawing) - Culver City,American Red Cross Los Angeles Region,"Culver City, CA 90230",Ongoing,,,2025-09-19T00:01:00Z,13 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00008uOvo1MAC,a0CQg00008uOvo1MAC,https://volunteer.laworks.com/organization/001A000000a9b0aIAA,2026-02-11T17:58:26.153029
Project Leaders: Help Support an Art Fair in Inglewood,Elevate Culture Corporation,"Inglewood, CA 90305",2/27/26,9:30 AM,4.5 hours,2026-02-27T09:30:00Z,13 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000B26bZgMQI,a0CQg0000B26bZgMQI,https://volunteer.laworks.com/organization/0013l00002eyVheAAE,2026-02-11T17:58:26.168264
Help Support an Art Fair in Inglewood,Elevate Culture Corporation,"Inglewood, CA 90305",2/27/26,9:30 AM,4.5 hours,2026-02-27T09:30:00Z,13 miles,Special Event,https://volunteer.laworks.com/opportunity/a0CQg0000B1F165MQC,a0CQg0000B1F165MQC,https://volunteer.laworks.com/organization/0013l00002eyVheAAE,2026-02-11T17:58:26.183342
ReMATRIATION Day: Give Love Back to the Land This Valentine's Weekend,Sunland-Tujunga Forward,"Los Angeles, CA 91042",2/15/26,9:30 AM,3 hours,2026-02-15T09:30:00Z,13 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg0000AuSXgcMQG,a0CQg0000AuSXgcMQG,https://volunteer.laworks.com/organization/001Qg00000KSn5WIAT,2026-02-11T17:58:26.216488
PS Science Service Squad,PS Science,"Inglewood, CA 90301",2/14/26,9:30 AM,2 hours,2026-02-14T09:30:00Z,14 miles,Volunteer Opportunity,https://volunteer.laworks.com/opportunity/a0CQg00008PW0O4MAL,a0CQg00008PW0O4MAL,https://volunteer.laworks.com/organization/0011N00001hObGMQA0,2026-02-11T17:58:26.233279
